,ProductKey,Name,NumberCatalog,Gender,Brand,Price,Color,Details,Sole,Upper,Type,GlobalRank,Reviews,RankSize,RankComfort,RankQuality
382,116028825,ASOS DESIGN Wide Fit Emerald high heeled sock boots,460,Women,asos design,225.0,black,5,Other,Other,boots,4,8,211.859,189.385,189.385
383,116028826,ASOS DESIGN Wide Fit Emerald high heeled sock boots,460,Women,asos design,225.0,black,6,Other,Textile Other,boots,3,7,182.969,138.026,160.5
384,113138433,RAID Wide Fit Dency quilted mule shoes,461,Women,raid,99.19,cream pu,7,Rubber Other,Other,mules,4,8,115.557,186.177,160.5
385,103921316,Glamorous Wide Fit over the knee flat boot,462,Women,glamorous,143.64,black pu,7,Rubber Other,Other,boots,5,3,160.5,266.427,295.318
386,116028878,ASOS DESIGN Wide Fit Kimmy flat chunky over the knee boots,465,Women,asos design,275.0,black,7,Other,Textile Other,shoe,5,16,189.385,240.75,266.427
387,118979265,ASOS DESIGN Wide Fit Ember high heeled sock boots,466,Women,asos design,240.0,black,7,Other,Other,shoe,4,12,160.5,202.229,227.906
388,118979262,ASOS DESIGN Wide Fit Ember high heeled sock boots,466,Women,asos design,240.0,off white patent,6,Other,Other,shoe,5,11,176.547,247.167,240.75
389,116525043,New Balance 327 trainers,467,Women,new balance,525.0,black/white,7,Rubber Other,Other,shoe,5,9,160.5,301.74,301.74
390,116035051,ASOS DESIGN Wide Fit Reed chunky chelsea boots,469,Women,asos design,180.0,black,7,Other,Textile Other,chelsea,4,12,160.5,240.75,227.906
391,117944095,ASOS DESIGN Wide Fit Miller chunky loafers,470,Women,asos design,195.0,black,8,Other,Other,loafers,4,14,221.49,240.75,215.068
392,103420103,ASOS DESIGN Wide Fit Kenni block-heeled over the knee boots,471,Women,asos design,191.03,black micro,6,Other,Textile Other,boots,3,35,170.125,195.807,205.438
393,109348614,ASOS DESIGN Wide Fit Hilton barely there block heeled sandals,472,Women,asos design,150.0,beige patent,6,Other,Other,sandals,4,55,144.448,173.339,211.859
394,109348612,ASOS DESIGN Wide Fit Hilton barely there block heeled sandals,472,Women,asos design,150.0,black,6,Other,Textile Other,heels,3,54,141.24,163.708,199.016
395,109348613,ASOS DESIGN Wide Fit Hilton barely there block heeled sandals,472,Women,asos design,150.0,silver,6,Other,Other,heels,5,63,163.708,234.328,240.75
396,109348615,ASOS DESIGN Wide Fit Hilton barely there block heeled sandals,472,Women,asos design,150.0,ivory satin,5,Other,Textile Other,sandals,4,16,144.448,186.177,250.375
397,120501968,Simmi London Wide Fit diamante strap mid heel sandals,475,Women,simmi,180.0,gold,6,Rubber Other,Other,shoe,4,4,179.755,141.24,160.5
398,124793468,New Look Wide Fit strappy block mid heeled sandals,476,Women,new look,150.0,black,6,Rubber Other,Other,shoe,5,71,0.0,0.0,0.0
399,124793469,New Look Wide Fit strappy block mid heeled sandals,476,Women,new look,150.0,pink,6,Rubber Other,Polyester Other,shoe,5,14,0.0,0.0,0.0
400,116701278,Be Mine Wide Fit Bridal Wink heeled sandals,477,Women,be mine,145.0,ivory,5,Other,Other,sandals,4,6,93.0885,173.339,240.75
401,116701283,Be Mine Wide Fit Wink block heeled sandals,477,Women,be mine,145.0,navy,5,Other,Other,sandals,5,3,160.5,160.5,240.75
402,116701279,Be Mine Wide Fit Wink block heeled satin sandals,477,Women,be mine,145.0,blush,5,Other,Other,sandals,5,4,186.177,260.005,202.229
403,103605684,ASOS DESIGN Wide Fit Penny platform mary jane heeled shoes,479,Women,asos design,170.0,black patent,7,Other,Other,heels,4,73,176.547,199.016,211.859
404,116525045,New Balance 327 trainers,481,Women,new balance,555.0,black/grey,7,Rubber Other,Textile Other,shoe,3,9,150.87,231.12,160.5
405,111213363,ASOS DESIGN Wide Fit Tamari leather toe thong flatform sandals,484,Women,asos design,123.33,black,6,Other,Other,sandals,3,10,208.646,182.969,170.125
406,116052024,ASOS DESIGN Wide Fit Penza pointed high heeled court shoes,485,Women,asos design,150.0,beige,5,Other,Other,shoe,4,9,150.87,189.385,195.807
407,109348651,ASOS DESIGN Wide Fit Penza pointed high heeled court shoes,485,Women,asos design,150.0,white satin,6,Other,Textile Other,shoe,4,15,208.646,218.276,218.276
408,117316028,ASOS DESIGN Wide Fit Penza pointed high heeled court shoes,485,Women,asos design,150.0,rose gold,5,Other,Other,shoe,5,12,160.5,256.797,269.635
409,116050216,ASOS DESIGN Wide Fit Penza pointed high heeled court shoes,485,Women,asos design,150.0,black,5,Other,Textile Other,shoe,5,25,166.917,256.797,263.219
410,109348683,ASOS DESIGN Wide Fit Salary mid heeled court shoes,487,Women,asos design,160.0,black,5,Other,Other,shoe,3,27,131.609,173.339,182.969
411,119063461,ASOS DESIGN Wide Fit Salary mid heeled court shoes,487,Women,asos design,160.0,bright pink,5,Other,Other,shoe,3,7,182.969,160.5,202.229
412,113138392,RAID Wide Fit Rexel 2part heeled shoes,492,Women,raid,56.68,green pu,5,Other,Other,heels,3,3,186.177,160.5,215.068
413,109269306,ASOS DESIGN Wide Fit Francis leather woven flat sandals,495,Women,asos design,63.76,white,6,Other,Other,sandals,2,26,51.3594,86.6667,192.599
414,109269307,ASOS DESIGN Wide Fit Francis leather woven flat sandals,495,Women,asos design,140.0,black,6,Other,Other,sandals,3,28,93.0885,96.2969,192.599
415,109269305,ASOS DESIGN Wide Fit Francis leather woven flat sandals,495,Women,asos design,140.0,tan,5,Other,Other,sandals,3,28,109.135,134.818,182.969
416,109268657,ASOS DESIGN Wide Fit Jade knotted espadrille mules,500,Women,asos design,130.0,taupe,7,Other,Textile Other,mules,3,12,134.818,160.5,208.646
417,109708988,ASOS DESIGN Wide Fit Jade knotted espadrille mules,500,Women,asos design,130.0,gold,6,Other,Other,espadrilles,2,20,138.026,134.818,189.385
418,125758652,New Look Wide Fit platform heeled sandals,501,Women,new look,175.0,white,6,Rubber Other,Other,shoe,5,26,0.0,0.0,0.0
419,116028877,ASOS DESIGN Wide Fit Gadget chunky chelsea rain boots,504,Women,asos design,160.0,black,7,Other,Other,boots,5,10,218.276,301.74,250.375
420,2029848,ASOS DESIGN Wide Fit Gadget chunky chelsea rain boots,504,Women,asos design,110.21,pink,7,Other,Other,wellies,4,14,205.438,240.75,205.438
421,116893398,ASOS DESIGN Wide Fit Gadget chunky chelsea wellies,504,Women,asos design,160.0,grey,7,Other,Other,wellies,5,6,202.229,321.0,282.479
422,116893399,ASOS DESIGN Wide Fit Gadget chunky chelsea wellies,504,Women,asos design,160.0,black/lilac,7,Other,Other,wellies,4,9,231.12,266.427,215.068
423,105180521,RAID Wide Fit Kendall pull on calf boots,505,Women,raid,210.0,black,7,Other,Other,boots,3,8,131.609,141.24,182.969
424,117268500,Topshop Wide fit Lola leather loafer with chain detail,506,Women,topshop,255.0,black,7,Other,LeatherOther,loafers,2,9,285.688,160.5,131.609
425,116039343,ASOS DESIGN Wide Fit Drama trainers,508,Women,asos design,105.0,white,7,Other,Other,trainers,4,10,128.396,192.599,224.698
426,105180519,RAID Wide Fit Neville pull on calf boots with contrast sole,509,Women,raid,106.27,off white,7,Other,Other,boots,3,5,16.0469,96.2969,240.75
427,2001043,Vans Old Skool Stacked suede trainers,510,Women,vans,352.93,black blanc de blanc,9,Other,Textile Other,trainers,5,31,166.917,269.635,295.318
428,103420086,ASOS DESIGN Wide Fit Excel high-heeled ankle boots,514,Women,asos design,255.0,black,6,Other,Other,boots,4,7,202.229,227.906,227.906
429,103420116,ASOS DESIGN Wide Fit Excel high-heeled ankle boots,514,Women,asos design,228.29,blue,6,Other,Other,boots,5,3,160.5,266.427,295.318
430,116035048,ASOS DESIGN Wide Fit Rescue mid-heeled sock boots,516,Women,asos design,225.0,off white,6,Other,Other,boots,4,14,199.016,253.589,234.328
431,116035049,ASOS DESIGN Wide Fit Rescue mid-heeled sock boots,516,Women,asos design,225.0,black,6,Other,Other,boots,5,32,176.547,263.219,227.906
432,116071436,ASOS DESIGN Wide Fit Dreamy slip on trainers,517,Women,asos design,89.22,rose gold sequin,8,Other,Other,plimsolls,3,8,67.4062,138.026,160.5
433,117683417,ASOS DESIGN Wide Fit Nobu strappy tie leg heeled sandals,520,Women,asos design,160.0,gold,5,Other,Other,heels,4,17,141.24,182.969,179.755
434,115783466,ASOS DESIGN Wide Fit Nobu strappy tie leg heeled sandals,520,Women,asos design,160.0,beige,6,Other,Other,heels,5,20,170.125,218.276,243.958
435,115783468,ASOS DESIGN Wide Fit Nobu strappy tie leg heeled sandals,520,Women,asos design,160.0,black,6,Other,Textile Other,heels,3,14,160.5,166.917,189.385
436,114164564,Simmi London Wide Fit tie ankle mid heeled sandals,521,Women,simmi,73.58,orange snake,8,Rubber Other,Other,heels,3,4,160.5,99.5052,160.5
437,109348618,ASOS DESIGN Wide Fit Harvey mid heeled mule sandals,523,Women,asos design,123.33,black,6,Other,Other,heels,4,32,138.026,247.167,250.375
438,118743613,Public Desire Wide Fit Glimmer bow front heel sandals with embellished strap,525,Women,public desire,195.0,green,7,Rubber Other,Other,sandals,2,4,160.5,121.979,160.5
439,117578375,Converse Chuck 70 Hi trainers,530,Women,converse,420.0,desert car,9,Rubber Other,Textile Other,shoe,5,9,170.125,266.427,301.74
440,116067399,ASOS DESIGN Wide Fit Peaked platform high heeled shoes,532,Women,asos design,195.0,black,7,Other,Textile Other,heels,5,14,189.385,205.438,211.859
441,116067419,ASOS DESIGN Wide Fit Peaked platform high heeled shoes,532,Women,asos design,195.0,pink satin,7,Other,Textile Other,heels,5,8,160.5,260.005,282.479
442,113763600,ASOS DESIGN Wide Fit Duet flatform lace up trainers,534,Women,asos design,150.0,white,6,Other,Other,trainers,4,34,202.229,243.958,247.167
443,116018597,ASOS DESIGN Wide Fit Carla chunky flat boots,535,Women,asos design,260.0,cappuccino,7,Other,Other,boots,5,14,154.078,256.797,260.005
444,116028626,ASOS DESIGN Wide Fit Carla chunky flat boots,535,Women,asos design,260.0,black,6,Other,Other,boots,3,28,105.927,163.708,186.177
445,115879760,ASOS DESIGN Wide Fit Mai chunky chain loafers,536,Women,asos design,200.0,black patent,7,Other,Other,loafers,4,17,208.646,253.589,250.375
446,114303622,ASOS DESIGN Wide Fit Hart strappy mid heeled mules,538,Women,asos design,87.43,mint,7,Other,Other,mules,5,16,166.917,221.49,205.438
447,114303627,ASOS DESIGN Wide Fit Hart strappy mid heeled mules,538,Women,asos design,102.86,black,7,Other,Other,heels,5,20,154.078,272.849,256.797
448,113138395,RAID Wide Fit Britta mule heeled shoes,539,Women,raid,94.47,pink pu,5,Other,Other,heels,5,3,160.5,240.75,215.068
449,113449670,ASOS DESIGN Wide Fit Hiccup strappy tie leg mid heeled sandals,540,Women,asos design,152.19,black,6,Other,Other,heels,5,40,170.125,260.005,243.958
450,113449660,ASOS DESIGN Wide Fit Hiccup strappy tie leg mid heeled sandals,540,Women,asos design,170.0,gold,5,Other,Other,sandals,5,64,192.599,260.005,256.797
451,113940420,ASOS DESIGN Wide Fit Hiccup strappy tie leg mid heeled sandals,540,Women,asos design,80.3,yellow,5,Other,Other,heels,4,10,182.969,224.698,247.167
452,116057377,ASOS DESIGN Wide Fit Hiccup strappy tie leg mid heeled sandals,540,Women,asos design,170.0,green mix,5,Other,Other,sandals,5,4,160.5,282.479,260.005
453,114216216,ASOS DESIGN Wide Fit Nora embellished barely there block heeled sandals,541,Women,asos design,170.0,silver,6,Other,Other,sandals,3,30,147.656,138.026,186.177
454,103948574,ASOS DESIGN Wide Fit Nora barely there block heeled sandals,541,Women,asos design,150.0,black micro,5,Other,Textile Other,heels,4,16,144.448,176.547,211.859
455,109348589,ASOS DESIGN Wide Fit Nora barely there block heeled sandals,541,Women,asos design,150.0,natural fabrication,5,Other,Textile Other,sandals,3,19,170.125,125.188,186.177
456,103420107,ASOS DESIGN Wide Fit Ratings leather chelsea boots,544,Women,asos design,218.58,black leather,7,Other,Other,boots,3,26,144.448,141.24,208.646
457,104875698,ASOS DESIGN Wide Fit Noun platform barely there embellished heeled sandals,545,Women,asos design,114.15,beige strass heel,7,Other,Textile Other,heels,4,53,182.969,221.49,199.016
458,118952125,ASOS DESIGN Wide Fit Cleo high heeled knee boots,546,Women,asos design,275.0,black,7,Other,Other,shoe,4,11,205.438,218.276,218.276
459,117665277,ASOS DESIGN Curve Cancun knee high boots,547,Women,asos design,270.0,black,5,Other,Other,boots,4,22,176.547,202.229,224.698
460,103420117,ASOS DESIGN Wide Fit Carly high-heeled embellished pull on knee boots,549,Women,asos design,370.0,silver diamantes,6,Other,Textile Other,boots,4,4,160.5,99.5052,202.229
461,103420091,ASOS DESIGN Wide Fit Carly high-heeled pull on knee boots,549,Women,asos design,345.0,black,5,Other,Other,boots,3,6,147.656,208.646,240.75
462,120098457,Topshop Wide Fit Tasha chunky under the knee boot,550,Women,topshop,325.0,black,6,Other,Other,shoe,4,4,240.75,282.479,282.479
463,114164595,Simmi London Wide Fit clear mule heeled sandals,558,Women,simmi,85.65,camel,6,Rubber Other,Other,sandals,4,4,141.24,141.24,221.49
464,113288954,Public Desire Wide Fit Zing heel sandals with ankle tie,559,Women,public desire,50.17,beige pu,5,Other,Other,sandals,3,4,160.5,121.979,260.005
465,109348680,ASOS DESIGN Wide Fit Soraya knotted slingback mid heeled shoes,561,Women,asos design,131.15,black,6,Other,Other,heels,4,14,176.547,269.635,224.698
466,113728550,ASOS DESIGN Wide Fit Soraya knotted slingback mid heeled shoes,561,Women,asos design,154.29,natural fabrication,6,Other,Other,heels,4,18,221.49,243.958,218.276
467,110127445,Simmi London Wide Fit flare heel platform sandals,562,Women,simmi,80.3,black croc,6,Rubber Other,Other,heels,3,7,80.25,93.0885,227.906
468,116729179,ASOS DESIGN Wide Fit Cancun knee high boots,568,Women,asos design,270.0,black,5,Other,Other,shoe,5,25,157.286,224.698,227.906
469,118715297,Schuh Wide Fit Amaya split sole chunky calf boots,570,Women,schuh,280.0,black,6,ThermoplasticPolyurethane Other,Other,shoe,5,6,215.068,186.177,186.177
470,115893032,Public Desire Wide Fit Afternoon mid clear heeled sandals,574,Women,public desire,170.0,beige,5,Rubber Other,Other,sandals,5,6,160.5,240.75,202.229
471,116745527,Public Desire Exclusive Wide Fit Grace heel sandals,575,Women,public desire,125.95,olive,6,Rubber Other,Other,sandals,2,3,160.5,0.0,80.25
472,117633952,ASOS DESIGN Wide Fit Melon chunky loafers,577,Women,asos design,150.0,black,7,Other,Other,loafers,4,5,202.229,208.646,192.599
473,113868419,ASOS DESIGN Wide Fit Tati flatform sandals,578,Women,asos design,130.0,black,6,Other,Textile Other,sandals,3,21,121.979,157.286,170.125
474,113868417,ASOS DESIGN Wide Fit Tati flatform sandals,578,Women,asos design,130.0,natural fabrication,7,Other,Textile Other,sandals,3,13,141.24,160.5,134.818
475,113940423,ASOS DESIGN Wide Fit Hollow strappy tie leg mid heeled sandals,579,Women,asos design,93.21,black,6,Other,Other,sandals,4,21,166.917,237.536,227.906
476,113449666,ASOS DESIGN Wide Fit Hollow strappy tie leg mid heeled sandals,579,Women,asos design,84.76,sage green,5,Other,Other,sandals,5,8,195.807,260.005,260.005
477,114175913,Public Desire Wide Fit Mojito tie up block heel sandals,580,Women,public desire,66.91,beige pu,5,Rubber Other,Other,sandals,5,3,160.5,321.0,295.318
478,114175901,Public Desire Wide Fit Mojito tie up block heel sandals,580,Women,public desire,94.47,pink,5,Rubber Other,Polyester Other,sandals,2,3,80.25,105.927,266.427
479,113288960,Public Desire Wide Fit Harriet heel sandals with ankle tie,581,Women,public desire,62.45,toffee,5,Rubber Other,Other,heels,2,3,215.068,25.6771,240.75
480,103430145,Public Desire Wide Fit Counter chunky lace up boots,582,Women,public desire,98.14,black,8,Rubber Other,Other,boots,2,4,160.5,179.755,99.5052
481,103420093,ASOS DESIGN Wide Fit Kalani over the knee boots,585,Women,asos design,260.0,black pu,5,Other,Other,boots,5,19,186.177,269.635,240.75
482,103420080,ASOS DESIGN Wide Fit Kalani over the knee boots,585,Women,asos design,260.0,black micro,6,Other,Textile Other,boots,4,42,195.807,250.375,231.12
483,103420098,ASOS DESIGN Wide Fit Earthly high-heeled knitted sock boots,586,Women,asos design,210.0,black,7,Other,Textile Other,boots,5,27,195.807,256.797,243.958
484,1461978,Converse Chuck Taylor lift platform ox trainers,591,Women,converse,365.0,white,7,Other,Textile Other,trainers,5,247,186.177,247.167,288.896
485,110658492,Converse Chuck Taylor Lift Ox platform trainers,591,Women,converse,365.0,white,8,Rubber Other,Other,trainers,5,8,192.599,224.698,256.797
486,110658494,Converse Chuck Taylor Lift Ox Lift platform trainers,591,Women,converse,365.0,black,6,Rubber Other,Other,trainers,4,24,179.755,256.797,266.427
487,114993488,Converse Chuck Taylor Pride Lift Ox rainbow print platform trainers,591,Women,converse,395.0,white,10,Rubber Other,Other,trainers,5,3,215.068,321.0,321.0
488,114993493,Converse Lift 2x Ox gradient heat platform trainers,591,Women,converse,200.74,white,9,Rubber Other,Other,trainers,5,4,295.318,301.74,321.0
489,114993494,Converse Lift 2 Ox polka dot lace platform trainers,591,Women,converse,275.53,white,10,Rubber Other,Other,trainers,5,10,170.125,298.526,298.526
490,115184714,Converse Chuck Taylor All Star Lift Ox trainers,591,Women,converse,370.0,black,7,Other,Textile Other,trainers,5,13,221.49,266.427,272.849
491,115184715,Converse Chuck Taylor All Star Lift Ox trainers,591,Women,converse,370.0,white,9,Other,Textile Other,trainers,5,38,199.016,285.688,282.479
492,116701289,Be Mine Wide Fit Bridal Adore court shoes with embellishment,598,Women,be mine,195.0,white,6,Other,Other,shoe,3,3,134.818,54.5677,295.318
493,116704096,RAID Wide Fit Lelia chunky lace up shoes with contrast sole,599,Women,raid,195.0,white,5,ThermoplasticPolyurethane Other,Other,shoe,4,5,160.5,192.599,224.698
494,116768788,Simmi London Wide Fit Reign knitted over the knee second skin boots,600,Women,simmi,305.0,black,6,Rubber Other,Textile Other,boots,4,10,192.599,224.698,234.328
495,117268501,Topshop Wide fit Lola leather loafer with chain detail,601,Women,topshop,255.0,neutral,6,Other,LeatherOther,loafers,4,4,260.005,282.479,221.49
496,113900000,Glamorous Wide Fit mid heel sandals,604,Women,glamorous,105.0,camel,6,Rubber Other,Other,sandals,4,8,150.87,150.87,231.12
497,113900019,Glamorous Wide Fit mid heel sandals,604,Women,glamorous,105.0,white,8,Rubber Other,Other,sandals,3,10,105.927,176.547,256.797
498,116846126,Simply Be Wide Fit quilted flatform sandals,605,Women,simply be,82.5,black,4,Other,LeatherOther,mules,3,3,240.75,266.427,160.5
499,105180523,RAID Wide Fit Wella chunky ankle boots,606,Women,raid,107.06,khaki,7,Rubber Other,Other,boots,5,3,186.177,321.0,266.427
500,112871185,Be Mine Bridal Wide Fit Dellyn embellished heel sandals,607,Women,be mine,111.68,ivory satin,7,Other,Textile Other,sandals,2,7,67.4062,147.656,147.656
501,120617265,Glamorous Wide Fit barely there heeled sandals,611,Women,glamorous,140.0,gold,5,Other,Other,shoe,1,4,141.24,19.2552,80.25
502,117643633,ASOS DESIGN Wide Fit Natia knotted platform heeled sandals,612,Women,asos design,200.0,black velvet,7,Other,Textile Other,shoe,5,5,144.448,272.849,272.849
503,119502939,Topshop Wide Fit Margot chunky chelsea boot,614,Women,topshop,210.0,black,7,Rubber Other,Other,shoe,4,8,182.969,218.276,173.339
504,116018586,ASOS DESIGN Wide Fit Kieran chunky flat over the knee boots,616,Women,asos design,275.0,black,5,Other,Other,shoe,4,6,186.177,240.75,253.589
505,123276201,Simply Be Wide Fit leather pull on chelsea flat ankle boots with cleated sole,617,Women,simply be,330.0,black,7,Other,Other,shoe,5,3,240.75,321.0,321.0
506,119058898,ASOS DESIGN Wide Fit Agra chunky chelsea boots,618,Women,asos design,225.0,black,7,Other,Other,shoe,2,5,80.25,80.25,128.396
507,116018662,ASOS DESIGN Wide Fit Catapult heeled western knee boots,619,Women,asos design,315.0,black croc,7,Other,Other,shoe,3,12,134.818,154.078,186.177
508,123309016,River Island Wide Fit studded heeled court shoe,620,Women,river island,280.0,black,6,Other,Other,shoe,5,4,160.5,202.229,202.229
509,116023423,Public Desire Wide Fit Wonder chunky chelsea boots with contrast stitching,626,Women,public desire,240.0,black,8,Rubber Other,Other,boots,3,3,160.5,186.177,186.177
510,116057391,ASOS DESIGN Wide Fit Percy embellished tie leg high heeled shoes,627,Women,asos design,154.82,ochre velvet,5,Other,Textile Other,shoe,4,13,105.927,192.599,240.75
511,116704094,RAID Wide Fit Boston mary jane shoes,631,Women,raid,195.0,black patent,6,ThermoplasticPolyurethane Other,Other,shoe,2,3,105.927,25.6771,80.25
512,113900031,Glamorous Wide Fit mid clog mule sandals,632,Women,glamorous,52.17,white,6,ThermoplasticPolyurethane Other,Other,shoe,4,3,160.5,240.75,202.229
513,116018618,ASOS DESIGN Wide Fit Amsterdam chunky zip front ankle boots,633,Women,asos design,225.0,black,7,Other,Other,boots,3,18,138.026,179.755,199.016
514,116770201,ASOS DESIGN Wide Fit Amsterdam chunky zip front ankle boots,633,Women,asos design,225.0,off white,6,Other,Other,boots,3,4,202.229,121.979,202.229
515,116066242,ASOS DESIGN Wide Fit Memphis chunky lace up flat shoes,634,Women,asos design,195.0,black,6,Other,Other,shoe,3,7,182.969,138.026,182.969
516,109930462,ASOS DESIGN Wide Fit Nyla heeled mules,636,Women,asos design,74.94,bright blue,6,Other,Other,heels,2,7,205.438,227.906,144.448
517,1924812,ASOS DESIGN Wide Fit Waiter d'orsay high heels,640,Women,asos design,170.0,beige,5,Other,Other,heels,4,56,170.125,205.438,231.12
518,113309485,RAID Wide Fit Exclusive Neima block heeled shoes,642,Women,raid,160.0,nude micro,6,Other,Textile Other,heels,5,29,173.339,227.906,240.75
519,116701291,Be Mine Wide Fit Bridal Neima block heeled shoes,646,Women,be mine,170.0,ivory,5,Other,Other,shoe,5,4,160.5,295.318,295.318
520,116701292,Be Mine Wide Fit Neima block heeled shoes,646,Women,be mine,170.0,blush,6,Other,Other,shoe,3,5,240.75,176.547,224.698
521,123127355,Simply Be Wide Fit cleated block heeled chelsea boot,648,Women,simply be,275.0,brown,7,Other,Other,shoe,4,3,160.5,186.177,186.177
522,116018665,ASOS DESIGN Wide Fit Cracking leather mid-heel knee boots,653,Women,asos design,480.0,black leather,6,Other,Other,shoe,3,11,125.188,144.448,218.276
523,122949002,New Look Wide Fit heeled boot with zip detail,656,Women,new look,185.0,black,8,Rubber Other,Other,shoe,4,7,218.276,195.807,218.276
524,116079510,ASOS DESIGN Wide Fit Kylee high-heeled knitted over the knee boots,658,Women,asos design,275.0,black knit,6,Other,Textile Other,boots,4,6,121.979,121.979,227.906
525,116018659,ASOS DESIGN Wide Fit Region suede mid-heel boots,659,Women,asos design,370.0,khaki suede,6,Other,Other,boots,4,27,192.599,227.906,288.896
526,2014776,ASOS DESIGN Wide Fit Region leather mid-heel boots,659,Women,asos design,257.16,tan,5,Other,Other,boots,4,32,154.078,218.276,256.797
527,116018575,ASOS DESIGN Wide Fit Region suede mid-heel boots,659,Women,asos design,370.0,black suede,7,Other,Other,boots,4,25,144.448,179.755,234.328
528,116018669,ASOS DESIGN Wide Fit Region suede mid-heel boots,659,Women,asos design,370.0,tan suede,6,Other,Other,boots,5,14,202.229,227.906,276.057
529,120533326,River Island Wide Fit studded backless loafer,660,Women,river island,280.0,black,7,Rubber Other,LeatherOther,loafers,4,4,99.5052,202.229,202.229
530,116028808,ASOS DESIGN Wide Fit Effect block heel sock boots,661,Women,asos design,225.0,black,6,Other,Textile Other,boots,4,20,189.385,208.646,243.958
531,116528474,Glamorous Wide Fit chunky loafers,662,Women,glamorous,160.0,black croc,7,Other,Other,loafers,3,4,121.979,99.5052,260.005
532,114995892,Public Desire Wide Fit Glow Girl platform heeled sandals,664,Women,public desire,84.23,beige,6,Rubber Other,Other,sandals,5,3,160.5,215.068,215.068
533,114193414,ASOS DESIGN Wide Fit Dizzy lace up trainers,665,Women,asos design,49.96,natural embroidery,6,Other,Textile Other,trainers,4,15,160.5,227.906,263.219
534,109651873,ASOS DESIGN Wide Fit Dizzy lace up trainers,665,Women,asos design,33.43,tiger print,7,Other,Textile Other,trainers,5,5,192.599,272.849,224.698
535,116039290,ASOS DESIGN Wide Fit Dizzy lace up trainers,665,Women,asos design,80.0,warm beige,5,Other,Textile Other,trainers,3,10,121.979,154.078,202.229
536,116039283,ASOS DESIGN Wide Fit Dizzy lace up trainers,665,Women,asos design,80.0,white,6,Other,Textile Other,trainers,3,11,192.599,160.5,192.599
537,116039306,ASOS DESIGN Wide Fit Dizzy lace up trainers,665,Women,asos design,80.0,black drench,6,Other,Textile Other,trainers,4,6,173.339,186.177,186.177
538,113535639,Public Desire Wide Fit Lamour square toe heel sandals,666,Women,public desire,110.21,cream,5,Rubber Other,Other,sandals,3,3,134.818,160.5,134.818
539,114175896,Public Desire Wide Fit Lamour square rand heel sandals,666,Women,public desire,88.17,orange,6,Rubber Other,Other,heels,4,5,160.5,208.646,192.599
540,114175893,Public Desire Wide Fit Lamour square rand heel sandals,666,Women,public desire,73.58,pink,6,Rubber Other,Other,sandals,5,3,160.5,160.5,295.318
541,119612119,Public Desire Exclusive Wide Fit Posie heeled knee boots,678,Women,public desire,255.0,purple,6,Rubber Other,Other,shoe,2,3,54.5677,80.25,160.5
542,125418468,New Look Wide Fit snake heeled chelsea boots,680,Women,new look,235.0,black,6,Rubber Other,Other,shoe,5,20,0.0,0.0,0.0
543,118952119,ASOS DESIGN Wide Fit Athens 3 chunky high lace up boots,681,Women,asos design,265.0,black,7,Other,Other,shoe,5,3,240.75,266.427,295.318
544,105180530,RAID Wide Fit Izzy mid heel ankle boots,682,Women,raid,210.0,black,4,Other,Other,boots,5,5,160.5,272.849,272.849
545,117843906,Topshop Wide fit Bella chunky chelsea boot,683,Women,topshop,210.0,black,8,Rubber Other,Other,shoe,2,10,99.5052,160.5,112.349
546,116079491,ASOS DESIGN Wide Fit Evelyn high-heeled platform boots,686,Women,asos design,275.0,black patent,5,Other,Other,shoe,5,4,160.5,321.0,282.479
547,116079486,ASOS DESIGN Wide Fit Evelyn high-heeled platform boots,686,Women,asos design,275.0,black,7,Other,Other,shoe,4,6,173.339,227.906,227.906
548,116525038,New Balance 550 trainers,687,Women,new balance,665.0,white/blue,7,Rubber Other,Other,shoe,5,3,80.25,321.0,321.0
549,116704104,RAID Wide Fit Megna heeled loafers,690,Women,raid,195.0,pale green patent,6,Other,Other,shoe,4,3,240.75,186.177,240.75
550,116443579,schuh Wide Fit Lenzo loafers,691,Women,schuh,170.0,black croc,5,ThermoplasticPolyurethane Other,Other,shoe,2,8,51.3594,89.875,231.12
551,116704116,Raid Wide Fit Kendall pull on calf boots,693,Women,raid,225.0,black,5,ThermoplasticPolyurethane Other,Other,boots,3,5,160.5,221.49,240.75
552,116052050,ASOS DESIGN Wide Fit Waiter d'orsay high heels,697,Women,asos design,170.0,beige,4,Other,Other,shoe,3,3,41.7292,105.927,240.75
553,116052069,ASOS DESIGN Wide Fit Waiter d'orsay high heels,697,Women,asos design,170.0,black,5,Other,Textile Other,shoe,3,12,195.807,125.188,160.5
554,114164574,Simmi London Wide Fit tie ankle block heeled sandals,705,Women,simmi,68.7,yellow,5,Rubber Other,Other,sandals,2,3,202.229,240.75,202.229
555,113138420,RAID Wide Fit Meeka strappy mid heeled sandals,706,Women,raid,69.27,yellow,7,Other,Other,sandals,3,4,121.979,186.177,295.318
556,113138396,RAID Wide Fit Britta mule heeled shoes,707,Women,raid,88.17,cream pu,5,Other,Other,heels,2,5,80.25,96.2969,160.5
557,112528476,Public Desire Wide Fit Suri tie up stiletto sandals,708,Women,public desire,80.3,olive green,7,Rubber Other,Textile Other,sandals,1,4,134.818,0.0,99.5052
