ProductKey,Name,NumberCatalog,Gender,Brand,Price,Color,Details,Type,MaterialSoleRubber,MaterialSolePolyester,MaterialSoleTextile,MaterialSoleThermoplasticPolyurethane,MaterialSoleLeather,MaterialSoleOther,MaterialUpperRubber,MaterialUpperPolyester,MaterialUpperTextile,MaterialUpperThermoplasticPolyurethane,MaterialUpperLeather,MaterialUpperOther,GlobalRank,Reviews,RankSize,RankComfort,RankQuality
113900015,Glamorous Wide Fit knot front platform heel sandals in lilac,983,Women,Glamorous Wide Fit,74.94,lilac,"It’s open-toe season , Tie-leg fastening , Knot detail , Peep toe , Platform sole , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
113900015,Glamorous Wide Fit knot front platform heel sandals in lilac,984,Women,Glamorous Wide Fit,74.94,lilac,"It’s open-toe season , Tie-leg fastening , Knot detail , Peep toe , Platform sole , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
113900020,Glamorous Wide Fit knot front platform heel sandals in beige,984,Women,Glamorous Wide Fit,150,nude,"It’s open-toe season , Tie-leg fastening , Knot detail , Peep toe , Platform sole , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
113899988,Glamorous Wide Fit mid clog mule sandals in tan,985,Women,Glamorous Wide Fit,140,tan,"Love at first scroll , Slip-on style , Stud details , Open toe , Chunky sole , Wide fit",Shoes,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0
113900016,Glamorous Wide Fit mid clog mule sandals in lime,985,Women,Glamorous Wide Fit,140,lime,"The scroll is over , Slip-on style , Open toe , Studded trim , Mid block heel , Wide fit",Mules,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0
117790447,ASOS DESIGN Wide Fit Laura embellished pointed ballet flats in green velvet,986,Women,ASOS DESIGN,140,Green velvet,"Love at first scroll  , Slip-on style , Pointed toe  , Flat sole , Wide fit ",Shoes,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0
109299478,ASOS DESIGN Wide Fit Laura embellished pointed ballet flats in ivory satin,986,Women,ASOS DESIGN,95.52,IVORY SATIN,"Love at first scroll , Faux-pearl and diamante embellishment , Slip-on style , Pointed toe , Flat sole , Wide fit",Shoes,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0
119069093,ASOS DESIGN Wide Fit Laura embellished pointed ballet flats in gold metallic,986,Women,ASOS DESIGN,140,Gold metallic,"Love at first scroll , Slip-on style , Embellished detail , Pointed toe , Flat sole , Wide fit",Shoes,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
119069094,ASOS DESIGN Wide Fit Laura embellished pointed ballet flats in pink satin,986,Women,ASOS DESIGN,140,Pink satin,"Love at first scroll , Slip-on style , Diamante embellishment , Pointed toe , Flat sole , Wide fit",Shoes,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0
119608391,ASOS DESIGN Wide Fit Laura embellished pointed ballet flats in blue satin,986,Women,ASOS DESIGN,140,Blue satin,"Dress from the feet up , Slip-on style , Diamante embellishement , Pointed toe , Flat sole , Wide fit",Shoes,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0
113900033,Glamorous Wide Fit knot front mid heel mule sandals in yellow,987,Women,Glamorous Wide Fit,140,yellow,"Free your feet , Slip-on style , Peep toe , Flat sole , Stiletto heel , Wide fit",Shoes,0,0,0,0,0,100,0,0,0,0,0,100,4.5,4,215.068,321,260.005
113900028,Glamorous Wide Fit knot front mid heel mule sandals in bright pink,987,Women,Glamorous Wide Fit,140,bright pink,"Love at first scroll  , Slip-on style , Knot detail  , Peep toe , Mid point heel  , Wide fit ",Heels,100,0,0,0,0,0,0,0,0,0,0,100,3.7,3,160.5,160.5,160.5
115029171,Simmi London Wide Fit Kellie platform mule sandals in blue exclusive to ASOS,988,Women,SIMMI,195,blue,"Exclusive to ASOS , Strappy design , Slip-on style , Open toe , Platform sole , High block heel , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,1.7,3,105.927,54.5677,134.818
113900016,Glamorous Wide Fit mid clog mule sandals in lime,989,Women,Glamorous Wide Fit,140,lime,"The scroll is over , Slip-on style , Open toe , Studded trim , Mid block heel , Wide fit",Mules,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0
113899988,Glamorous Wide Fit mid clog mule sandals in tan,989,Women,Glamorous Wide Fit,140,tan,"Love at first scroll , Slip-on style , Stud details , Open toe , Chunky sole , Wide fit",Shoes,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0
115029168,Simmi London Wide Fit Jessy heeled sandals with buckles in white,990,Women,SIMMI,195,white,"Hit new heights , Adjustable straps , Pin-buckle fastening , Open, square toe , High point heel , Wide fit",Heels,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
115029181,Simmi London Wide Fit Alanna platform heeled sandals in green,991,Women,SIMMI,112.41,green,"Hit new heights , Mock-croc design , Tie-leg design , Toe post , Platform sole , High block heel , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
115029169,Simmi London Wide Fit Frances heeled sandals with ankle ties in green snake,992,Women,SIMMI,195,green snake,"It’s open-toe season , Snake print , Tie-leg  , Open toe , High block heel",Heels,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
115029178,Simmi London Wide Fit Kellie platform mule sandals in white croc exclusive to ASOS,993,Women,SIMMI,195,white croc,"Exclusive to ASOS , Slip-on style , Open, square toe , Platform sole , High block heel , Wide fit",Mules,100,0,0,0,0,0,0,0,0,0,0,100,2.7,3,134.818,105.927,134.818
114995890,Public Desire Wide Fit Glow Girl platform heeled sandals in pink,994,Women,Public Desire,115.67,pink,"Hit new heights  , Tie-leg design , Open toe , Platform sole  , High block heel  , Wide fit ",Heels,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
114686431,ASOS DESIGN Wide Fit Jelly rope tie espadrilles sandals in white,995,Women,ASOS DESIGN,140,WHITE,"Free your feet , Wraparound, ankle strap  , Pin-buckle fastening  , Peep toe , Rope midsole , Flat sole , Wide fit",Sandals,0,0,0,0,0,100,0,0,0,0,0,100,3.2,12,141.24,160.5,166.917
114686473,ASOS DESIGN Wide Fit Jelly rope tie espadrilles sandals in beige,995,Women,ASOS DESIGN,140,BEIGE,"Ready, set, summer , Adjustable, wrap-around ankle strap , Pin-buckle fastening , Open toe , Rope midsole , Flat sole , Wide fit",Sandals,0,0,0,0,0,100,0,0,0,0,0,100,3.7,10,195.807,250.375,221.49
113138398,RAID Wide Fit Venosa strappy heeled sandals in camel,996,Women,Raid,73.53,camel pu,"Dress from the feet up , Strappy design , Tie-leg style , Toe post , High block heel , Wide fit",Sandals,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
114175892,Public Desire Wide Fit Beachbabe flatform sandals in neon orange,997,Women,Public Desire,66.91,orange,"Summer, styled , Tie-leg design , Toe post , Flatform sole  , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
114164566,Simmi London Wide Fit Level Up buckle detail strappy platform sandals in green,998,Women,SIMMI,93.68,green,"Level up , Strappy design , Adjustable ankle strap , Pin-buckle fastening , Open toe , High block heel  , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,5,3,160.5,215.068,266.427
113138404,RAID Wide Fit Garry plait strap heeled sandals in lilac,999,Women,Raid,80.3,purple pu,"Level up , Tie-leg design , Woven strap  , Peep toe , High point heel , Wide fit",Heels,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
114164580,Simmi London Wide Fit platform heeled sandals in camel,1000,Women,SIMMI,93.68,camel,"Hit new heights , Adjustable ankle strap , Pin-buckle fastening , Open, square toe , Platform sole , High block heel , Wide fit",Heels,100,0,0,0,0,0,0,0,0,0,0,100,4,4,202.229,221.49,221.49
114164586,Simmi London Wide Fit clear diamante mule sandals in green,1001,Women,SIMMI,78.51,green,"Level up , Slip-on style , Wide strap  , Stud details  , Peep toe , High point heel  , Wide fit",Heels,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
113138405,RAID Wide Fit Garry plait strap heeled sandals in blue,1002,Women,Raid,66.91,blue pu,"Hit new heights , Tie-leg design , Open toe , High point heel  , Wide fit",Sandals,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
114175893,Public Desire Wide Fit Lamour square rand heel sandals in pink,1003,Women,Public Desire,73.58,pink,"Hit new heights , Tie-leg design , Peep toe , Flat sole  , High heel , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,4.3,3,160.5,160.5,295.318
113535639,Public Desire Wide Fit Lamour square toe heel sandals in cream,1003,Women,Public Desire,110.21,cream,"*chef's kiss* , Tie-leg design , Open toe , High heel , Wide fit ",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,2.7,3,134.818,160.5,134.818
113535640,Public Desire Wide Fit Lamour square rand heel sandals in lilac,1003,Women,Public Desire,73.58,lilac,"It's open-toe season , Tie-leg design , Open toe , High point heel  , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
114168553,Public Desire Wide Fit Lamour square rand heel sandals in chocolate,1003,Women,Public Desire,93.68,CHOCOLATE,"Hit new heights , Tie-leg design , Lace-up fastening , Square toe , High block heel , Wide fit",Sandals,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
114175896,Public Desire Wide Fit Lamour square rand heel sandals in orange,1003,Women,Public Desire,88.17,orange,"Hit new heights , Tie-leg design , Open, square toe , High heel , Wide fit",Heels,100,0,0,0,0,0,0,0,0,0,0,100,4,5,160.5,208.646,192.599
114175894,Public Desire Wide Fit Gimme tie up platform heel sandals in pink,1004,Women,Public Desire,75.57,pink,"Hit new heights , Tie-leg design , Lace-up fastening , Open toe , Platform sole , High block heel , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
112528462,Public Desire Wide Fit Lars high heeled sock boots in purple swirl print,1005,Women,Public Desire,109.27,PURPLE SWIRL PRINT,"Love at first scroll , All-over swirl print , Square toe , High point heel , Wide fit",Boots,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
114175896,Public Desire Wide Fit Lamour square rand heel sandals in orange,1006,Women,Public Desire,88.17,orange,"Hit new heights , Tie-leg design , Open, square toe , High heel , Wide fit",Heels,100,0,0,0,0,0,0,0,0,0,0,100,4,5,160.5,208.646,192.599
113535639,Public Desire Wide Fit Lamour square toe heel sandals in cream,1006,Women,Public Desire,110.21,cream,"*chef's kiss* , Tie-leg design , Open toe , High heel , Wide fit ",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,2.7,3,134.818,160.5,134.818
113535640,Public Desire Wide Fit Lamour square rand heel sandals in lilac,1006,Women,Public Desire,73.58,lilac,"It's open-toe season , Tie-leg design , Open toe , High point heel  , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
114168553,Public Desire Wide Fit Lamour square rand heel sandals in chocolate,1006,Women,Public Desire,93.68,CHOCOLATE,"Hit new heights , Tie-leg design , Lace-up fastening , Square toe , High block heel , Wide fit",Sandals,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
114175893,Public Desire Wide Fit Lamour square rand heel sandals in pink,1006,Women,Public Desire,73.58,pink,"Hit new heights , Tie-leg design , Peep toe , Flat sole  , High heel , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,4.3,3,160.5,160.5,295.318
114168552,Public Desire Wide Fit Kempton wedge heeled sandals in lilac swirl print,1007,Women,Public Desire,80.3,lilac swirl print,"Hit new heights , Swirl print , Adjustable ankle strap , Pin-buckle fastening , Peep toe , High wedge heel , Wide fit",Wedges,0,0,100,0,0,0,0,0,100,0,0,0,2.8,4,141.24,160.5,179.755
114168544,Public Desire Wide Fit Kempton wedge heeled sandals in lime snake,1007,Women,Public Desire,75.57,LIME SNAKE,"Hit new heights  , Mock-snake design , Pin-buckle ankle strap , Open toe , Platform sole  , High wedge heel , Wide fit",Sandals,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0
114168553,Public Desire Wide Fit Lamour square rand heel sandals in chocolate,1008,Women,Public Desire,93.68,CHOCOLATE,"Hit new heights , Tie-leg design , Lace-up fastening , Square toe , High block heel , Wide fit",Sandals,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
113535639,Public Desire Wide Fit Lamour square toe heel sandals in cream,1008,Women,Public Desire,110.21,cream,"*chef's kiss* , Tie-leg design , Open toe , High heel , Wide fit ",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,2.7,3,134.818,160.5,134.818
113535640,Public Desire Wide Fit Lamour square rand heel sandals in lilac,1008,Women,Public Desire,73.58,lilac,"It's open-toe season , Tie-leg design , Open toe , High point heel  , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
114175896,Public Desire Wide Fit Lamour square rand heel sandals in orange,1008,Women,Public Desire,88.17,orange,"Hit new heights , Tie-leg design , Open, square toe , High heel , Wide fit",Heels,100,0,0,0,0,0,0,0,0,0,0,100,4,5,160.5,208.646,192.599
114175893,Public Desire Wide Fit Lamour square rand heel sandals in pink,1008,Women,Public Desire,73.58,pink,"Hit new heights , Tie-leg design , Peep toe , Flat sole  , High heel , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,4.3,3,160.5,160.5,295.318
112173394,RAID Wide Fit Bella heel sandals in mono check,1009,Women,Raid,73.58,BLACK + WHITE CHECK,"Hit new heights , Check design , Tie-leg style , Open toe , High point heel , Wide fit",Sandals,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
113535645,Public Desire Wide Fit Glow Girl platform heel sandals in mint green,1010,Women,Public Desire,88.17,BLUE,"Hit new heights , Tie-leg design , Open, square toe , Platform sole , High block heel , Wide fit",Heels,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
112528475,Public Desire Wide Fit Suri tie up stileto sandals in beige,1011,Women,Public Desire,73.58,BEIGE,"Level up , Strappy style , Tie-leg design , Peep toe , High point heel , Wide fit",Heels,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
114168544,Public Desire Wide Fit Kempton wedge heeled sandals in lime snake,1012,Women,Public Desire,75.57,LIME SNAKE,"Hit new heights  , Mock-snake design , Pin-buckle ankle strap , Open toe , Platform sole  , High wedge heel , Wide fit",Sandals,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0
114168552,Public Desire Wide Fit Kempton wedge heeled sandals in lilac swirl print,1012,Women,Public Desire,80.3,lilac swirl print,"Hit new heights , Swirl print , Adjustable ankle strap , Pin-buckle fastening , Peep toe , High wedge heel , Wide fit",Wedges,0,0,100,0,0,0,0,0,100,0,0,0,2.8,4,141.24,160.5,179.755
112173371,RAID Wide Fit Silonna platform heel boots in lime,1013,Women,Raid,124.12,SAGE CROC PATENT,"Main character energy , Ankle length , Square toe , Zip fastening , Block heel , Wide fit",Boots,0,0,0,0,0,100,0,0,0,0,0,100,3.3,3,134.818,160.5,160.5
109504021,Glamorous Wide Fit strappy heeled sandals in beige,1014,Women,Glamorous Wide Fit,71.37,Beige PU,"Hit new heights , Tie-leg design , Open square toe , High flared heel , Wide fit",Heels,100,0,0,0,0,0,0,0,0,0,0,100,1.5,4,54.5677,99.5052,99.5052
122939312,Public Desire Wide Fit Exclusive Glimmer strappy heeled sandals in pink satin,1015,Women,Public Desire Wide Fit,195,PALE PINK SATIN,"Exclusive to ASOS , Diamante embellishment , Adjustable strap , Pin-buckle fastening , Bow detail , Open toe , Flared heel , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
118743613,Public Desire Wide Fit Glimmer bow front heel sandals with embellished strap in green,1015,Women,Public Desire Wide Fit,195,GREEN,"Next stop: checkout , Adjustable strap , Pin-buckle fastening , Diamante details , Open toe , High flared heel , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,2.3,4,160.5,121.979,160.5
118743576,Public Desire Wide Fit Glimmer bow front heel sandals with embellished strap in purple,1015,Women,Public Desire Wide Fit,195,PURPLE,"Dancefloor approved , Metallic design , Diamante embellishment , Adjustable strap , Pin-buckle fastening , Open toe , Flared heel , Wide fit",Sandals,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
122939311,Public Desire Wide Fit Glimmer strappy heeled sandals in holographic,1015,Women,Public Desire Wide Fit,195,HOLOGRAPHIC,"Dancefloor approved , Diamante embellishment , Adjustable strap , Pin-buckle fastening , Bow detail , Open toe , Flared heel , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
122473353,ASOS DESIGN Wide Fit Mystic chunky mary-janes in black,1016,Women,ASOS DESIGN,170,BLACK,"Dress from the feet up , Buckle straps , Round toe , Chunky sole , Wide fit",Shoes,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
119906874,RAID Wide Fit Tamrya stiletto ankle boots in lavendar,1017,Women,Raid Wide Fit,225,lavendar,"Good things come in pairs , Pull-on style , Zip-side fastening , Pointed toe , High point heel , Wide fit",Shoes,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
122939314,Public Desire Wide Fit Exclusive Tilly embellished sandals in black satin,1018,Women,Public Desire Wide Fit,195,BLACK,"Exclusive to ASOS , Adjustable strap , Pin-buckle fastening , Diamante embellishment , Open toe , Stiletto heel , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
122939320,Public Desire Wide Fit Exclusive Midnight bow heel shoes in pale green satin,1019,Women,Public Desire Wide Fit,195,PALE GREEN,"Exclusive to ASOS , Adjustable strap , Diamante embellishment , Pointed toe , High wedge heel , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
111010415,Public Desire Wide Fit Midnight heeled shoes with bow detail in black,1019,Women,Public Desire,185,BLACK,"Hit new heights  , Pin-buckle ankle strap , Diamante embellishment  , Pointed toe , Bow detail , High point heel , Wide fit ",Heels,0,0,0,0,0,100,0,0,100,0,0,0,2.9,12,160.5,205.438,121.979
115893030,Public Desire Wide Fit Midnight heeled shoes with diamante bow detail in silver,1019,Women,Public Desire Wide Fit,195,SILVER,"Hit new heights , Diamante-embellished design , Pin-buckle fastening , Bow detail , Pointed toe , High point heel , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,3.2,25,128.396,176.547,157.286
116745536,Public Desire Wide Fit Midnight bow heel shoes in chocolate satin,1019,Women,Public Desire Wide Fit,195,CHOCOLATE,"Hit new heights , Adjustable ankle strap , Pin-buckle fastening , Diamante embellishment , Bow detail , Pointed toe , High point heel , Wide fit",Shoes,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
116745535,Public Desire Exclusive Wide Fit Midnight bow heel shoes in blue satin,1019,Women,Public Desire Wide Fit,195,BLUE,"Exclusive to ASOS , Pin-buckle fastening , Pointed toe , Diamante embellishment , High point heel , Wide fit",Shoes,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
116745537,Public Desire Wide Fit Midnight bow heel shoes in olive satin,1019,Women,Public Desire Wide Fit,195,OLIVE,"Hit new heights , Adjustable ankle strap , Pin-buckle fastening , Diamante embellishment , Bow detail , Pointed toe , High point heel , Wide fit",Shoes,100,0,0,0,0,0,0,100,0,0,0,0,4.3,6,147.656,215.068,240.75
119612118,Public Desire Exclusive Wide Fit Midnight heeled shoes with diamante bow detail in shocking pink,1019,Women,Public Desire Wide Fit,195,PINK,"Exclusive to ASOS , Adjustable strap , Pin-buckle fastening , Diamante trims and bow , Pointed toe , Wide fit",Shoes,100,0,0,0,0,0,0,100,0,0,0,0,4,3,160.5,202.229,240.75
119612117,Public Desire Exclusive Wide Fit Midnight heeled shoes with diamante bow detail in jade,1019,Women,Public Desire Wide Fit,195,JADE,"Exclusive to ASOS , Diamante embellishment , Adjustable strap , Pin-buckle fastening , Bow detail , Pointed toe , High point heel",Shoes,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
122939321,Public Desire Wide Fit Exclusive Midnight bow heel shoes in peach satin,1019,Women,Public Desire Wide Fit,195,PEACH,"Exclusive to ASOS , Pin-buckle fastening , Bow detail , Diamante embellishment , Pointed toe , High point heel , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
122939323,Public Desire Wide Fit Exclusive Moonchild platform heeled shoes in apricot satin,1020,Women,Public Desire Wide Fit,195,APRICOT,"Exclusive to ASOS , Adjustable strap , Square toe , Platform sole , High block heel , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
118743598,Public Desire Wide Fit Moonchild double platform rhinestone shoes in pink,1020,Women,Public Desire Wide Fit,240,PINK,"Hit new heights  , Faux-gem design , Adjustable strap , Pin-buckle fastening , Round toe , Platform sole , High block heel , Wide fit",Shoes,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
118743606,Public Desire Wide Fit Moonchild double platform rhinestone sandals in black,1020,Women,Public Desire Wide Fit,240,BLACK,"Add-to-bag material , Embellished design , Adjustable strap , Pin-buckle fastening , Round toe , Platform sole , High block heel , Wide fit",Shoes,100,0,0,0,0,0,0,100,0,0,0,0,3.3,4,121.979,179.755,301.74
122939322,Public Desire Wide Fit Exclusive Moonchild platform heeled shoes in pale green satin,1020,Women,Public Desire Wide Fit,195,PALE GREEN,"Exclusive to ASOS , Adjustable ankle strap , Pin-buckle fastening , Round toe , Platform sole , High block heel , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
119906861,RAID Wide Fit Amira double platform heeled shoes in black satin,1021,Women,Raid Wide Fit,195,black satin,"Dancefloor approved , Adjustable ankle strap , Pin-buckle fastening , Square toe , Platform sole , High block heel , Wide fit",Shoes,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0
122919259,ASOS DESIGN Wide Fit Jenna pearl espadrille sandal in ivory,1022,Women,ASOS DESIGN,140,IVORY,"These shoes + you = solemates , Slip-on style , Embellished detail , Open toe , Rope midsole , Chunky sole , Wide fit",Shoes,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0
122798347,Public Desire Wide Fit Lindsey strappy heeled sandals in black,1023,Women,Public Desire Wide Fit,195,BLACK PU,"Dress from the feet up , Adjustable straps , Pin-buckle fastening , Open toe , High point heel , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
120501965,Simmi London Wide Fit double platform stiletto sandals in purple,1024,Women,Simmi Wide Fit,255,purple,"These shoes + you = solemates , Diamante embellishment , Adjustable strap , Pin-buckle fastening , Pointed toe , Platform sole , Stiletto heel , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
116893970,Topshop Wide fit Hattie platform sock boot in snake,1025,Women,Topshop,255,SNAKE,"Welcome to the next phase of Topshop , Snake print , Zip-side fastening , Sock-like cuff , Square toe , Wide fit",Shoes,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
122721724,ASOS DESIGN Wide Fit Nocturnal platform high heeled sandals in rose gold,1026,Women,ASOS DESIGN,195,ROSE GOLD,"Dress from the feet up , Metallic finish , Adjustable strap , Pin-buckle fastening , Open toe , Platform sole , High block heel , Wide fit",Shoes,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
119906881,RAID Wide Fit Avril buckle detail over the knee boots in black,1027,Women,Raid Wide Fit,305,black,"Level up , Zip-side fastening , Buckle details , Pointed toe , High point heel , Wide fit",Shoes,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0
119906859,RAID Wide Fit Elinora block heel sandals with stud embellishment in green satin,1028,Women,Raid Wide Fit,185,green satin,"Dress from the feet up , Embellished design , Tie-leg fastening , Open toe , High block heel , Wide fit",Shoes,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
119906867,RAID Wide Fit Revvy heeled sandals with embellished ankle strap in green,1029,Women,Raid Wide Fit,185,green,"Give your feet some airtime , Adjustable strap , Diamante embellished chain , Open toe , High point heel , Wide fit",Shoes,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
118853365,ASOS DESIGN Wide Fit Restore leather mid-heel boots in tan patent,1030,Women,ASOS DESIGN,370,TAN LEATHER,"Next stop: checkout , Zip-side fastening , Square toe , Platform sole , Wide fit",Shoes,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
118853363,ASOS DESIGN Wide Fit Restore leather mid-heel boots in black,1030,Women,ASOS DESIGN,370,BLACK LEATHER,"Love at first scroll , Zip-side fastening , Square toe , Mid block heel , Wide fit",Shoes,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
119612116,Public Desire Wide Fit Sydney tie ankle sandals with clear embellishment in pink,1031,Women,Public Desire Wide Fit,195,PINK,"Dancefloor approved , Adjustable strap , Pin-buckle fastening , Faux-crystal studs , Open toe , High point heel , Wide fit",Shoes,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
116415450,Topshop Wide fit Roxanne studded mule in green,1032,Women,Topshop,105.8,LIME,"Free your feet , Studded embellishment , Slip-on style , Open toe , High pointed heel , Flat sole , Wide fit",Shoes,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
118743625,Public Desire Wide Fit Leon square toe sock boots in stone,1033,Women,Public Desire Wide Fit,250,STONE,"Next stop: checkout , Zip-side fastening , Square toe , Mid point heel , Wide fit",Boots,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
118743604,Public Desire Wide Fit Leon square toe sock boots in black,1033,Women,Public Desire Wide Fit,250,BLACK,"Love at first scroll , Pull-on style , Zip-side fastening , Square toe , Flared heel , Wide fit",Boots,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
116858461,Topshop Wide fit Sami high heeled mule in green,1034,Women,Topshop,190,GREEN,"It’s open-toe season , Slip-on style , Open toe , Mid point heel , Wide fit",Shoes,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
118839709,Simmi London Wide Fit Sia strappy platform heels in metallic hot pink,1035,Women,Simmi Wide Fit,225,HOT PINK,"Dress from the feet up , Tie-leg fastening , Open toe , Platform sole , High block heel , Wide fit",Boots,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
116768795,Simmi London Wide Fit Una tie ankle satin sandals in bright green,1036,Women,Simmi Wide Fit,91,bright green,"Free your feet , Tie-leg design , Open toe , High point heel , Wide fit",Sandals,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
118756527,ASOS DESIGN Wide Fit Divine chunky trainers in black,1037,Women,ASOS DESIGN,150,Black,"Your casualwear companions , Low-profile design , Lace-up fastening , Padded tongue and cuff , Chunky sole , Textured grip tread , Wide fit",Trainers,0,0,0,0,0,100,0,0,50,0,0,50,3.3,4,60.9896,141.24,179.755
115029179,Simmi London Wide Fit Alanna platform heeled sandals in pink,1038,Women,SIMMI,225,pink,"It’s open-toe season , Mock-croc style , Tie-leg design , Open toe , Platform sole  , High block heel",Heels,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
1575460,UGG Oh Yeah logo double strap sandals in black,1039,Women,UGG,308.59,Black,"This item is excluded from promo , Slip-on style , Double straps , Elasticated band  , Chunky sole ",Flat,0,0,0,0,0,100,0,0,0,0,0,100,3.8,20,179.755,247.167,221.49
